ip.src,ip.dst,ip.proto,eth.src,eth.dst,ipv6.src,ipv6.dst,ip.ttl,ip.id,ip.hdr_len,ip.len,ip.flags.df,tcp.stream,tcp.time_delta,tcp.time_relative,tcp.analysis.initial_rtt,tcp.flags,tcp.window_size_value,tcp.hdr_len,tcp.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,udp.stream,udp.length,icmp.length,http.request.method,http.response.code,http.content_length,ip.ttl
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5988,20,28,0,,,,,,,,,,,62394,80,55,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5989,20,28,0,,,,,,,,,,,62395,80,56,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5989,20,28,0,,,,,,,,,,,62395,80,56,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598a,20,28,0,,,,,,,,,,,62396,80,57,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598a,20,28,0,,,,,,,,,,,62396,80,57,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598b,20,28,0,,,,,,,,,,,62397,80,58,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598b,20,28,0,,,,,,,,,,,62397,80,58,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598c,20,28,0,,,,,,,,,,,62398,80,59,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598c,20,28,0,,,,,,,,,,,62398,80,59,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598d,20,28,0,,,,,,,,,,,62399,80,60,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598d,20,28,0,,,,,,,,,,,62399,80,60,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598e,20,28,0,,,,,,,,,,,62400,80,61,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598e,20,28,0,,,,,,,,,,,62400,80,61,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598f,20,28,0,,,,,,,,,,,62401,80,62,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x598f,20,28,0,,,,,,,,,,,62401,80,62,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5990,20,28,0,,,,,,,,,,,62402,80,63,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5990,20,28,0,,,,,,,,,,,62402,80,63,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5991,20,28,0,,,,,,,,,,,62403,80,64,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5991,20,28,0,,,,,,,,,,,62403,80,64,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5992,20,28,0,,,,,,,,,,,62404,80,65,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5992,20,28,0,,,,,,,,,,,62404,80,65,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5993,20,28,0,,,,,,,,,,,62405,80,66,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5993,20,28,0,,,,,,,,,,,62405,80,66,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5994,20,28,0,,,,,,,,,,,62406,80,67,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5994,20,28,0,,,,,,,,,,,62406,80,67,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5995,20,28,0,,,,,,,,,,,62407,80,68,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5995,20,28,0,,,,,,,,,,,62407,80,68,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5996,20,28,0,,,,,,,,,,,62408,80,69,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5996,20,28,0,,,,,,,,,,,62408,80,69,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5997,20,28,0,,,,,,,,,,,62409,80,70,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5997,20,28,0,,,,,,,,,,,62409,80,70,8,,,,,63
